Source,Target,Type,Id,Label,Weight
705,0,Undirected,32180,,54
483,0,Undirected,32181,,53
19,817,Undirected,32184,,46
973,0,Undirected,32188,,54
191,129,Undirected,32189,,45
22,121,Undirected,32191,,29
22,211,Undirected,32192,,43
22,140,Undirected,32193,,54
22,107,Undirected,32194,,29
597,1,Undirected,32195,,50
298,201,Undirected,32196,,29
121,86,Undirected,32197,,54
319,1,Undirected,32199,,50
2375,818,Undirected,32200,,29
932,1,Undirected,32201,,55
687,1,Undirected,32202,,49
603,0,Undirected,32203,,44
833,46,Undirected,32204,,29
285,671,Undirected,32205,,29
48,759,Undirected,32207,,29
563,48,Undirected,32208,,54
563,36,Undirected,32209,,49
3739,1,Undirected,32210,,29
375,54,Undirected,32212,,50
3,93,Undirected,32213,,29
3,47,Undirected,32215,,29
108,24,Undirected,32216,,29
108,25,Undirected,32217,,51
108,14,Undirected,32218,,48
98,86,Undirected,32219,,55
369,362,Undirected,32220,,29
1006,0,Undirected,32222,,53
125,84,Undirected,32224,,55
70,25,Undirected,32227,,56
392,106,Undirected,32229,,29
392,819,Undirected,32230,,57
132,6,Undirected,32232,,57
296,21,Undirected,32234,,46
86,64,Undirected,32236,,49
27,70,Undirected,32238,,51
27,364,Undirected,32239,,51
27,434,Undirected,32241,,53
27,366,Undirected,32242,,51
27,820,Undirected,32243,,29
27,505,Undirected,32244,,46
27,289,Undirected,32245,,53
27,142,Undirected,32246,,54
115,25,Undirected,32247,,55
1208,7,Undirected,32249,,29
255,28,Undirected,32252,,43
165,48,Undirected,32255,,29
245,2,Undirected,32257,,52
763,99,Undirected,32258,,49
533,6,Undirected,32259,,44
286,53,Undirected,32261,,54
214,159,Undirected,32262,,55
1656,199,Undirected,32264,,29
117,65,Undirected,32266,,56
195,117,Undirected,32267,,45
936,822,Undirected,32268,,29
105,21,Undirected,32269,,55
411,12,Undirected,32270,,44
54,803,Undirected,32274,,29
174,28,Undirected,32275,,57
174,25,Undirected,32276,,52
6,199,Undirected,32277,,50
6,26,Undirected,32278,,55
6,505,Undirected,32279,,54
6,823,Undirected,32280,,44
6,144,Undirected,32281,,46
6,173,Undirected,32282,,54
87,644,Undirected,32283,,47
12,256,Undirected,32285,,51
12,43,Undirected,32287,,50
12,620,Undirected,32289,,29
137,23,Undirected,32291,,56
598,8,Undirected,32292,,29
598,1,Undirected,32293,,55
74,160,Undirected,32295,,45
74,195,Undirected,32296,,45
256,14,Undirected,32299,,49
106,54,Undirected,32302,,52
23,2,Undirected,32303,,48
90,205,Undirected,32304,,29
90,85,Undirected,32305,,53
310,11,Undirected,32306,,52
53,88,Undirected,32308,,48
53,824,Undirected,32309,,47
409,52,Undirected,32312,,29
409,4,Undirected,32313,,45
339,1,Undirected,32315,,50
42,36,Undirected,32316,,57
85,52,Undirected,32318,,58
522,825,Undirected,32319,,29
166,288,Undirected,32320,,29
516,304,Undirected,32321,,48
915,0,Undirected,32323,,54
265,164,Undirected,32324,,29
1639,0,Undirected,32326,,29
1179,826,Undirected,32327,,29
1179,610,Undirected,32328,,29
175,7,Undirected,32330,,56
175,827,Undirected,32331,,29
76,6,Undirected,32332,,49
72,53,Undirected,32333,,52
1473,0,Undirected,32334,,43
190,7,Undirected,32336,,57
21,828,Undirected,32337,,44
21,43,Undirected,32338,,54
21,516,Undirected,32339,,48
21,144,Undirected,32340,,44
21,757,Undirected,32341,,29
365,2,Undirected,32342,,29
373,6,Undirected,32343,,50
60,2,Undirected,32347,,54
110,56,Undirected,32348,,48
836,29,Undirected,32351,,29
52,176,Undirected,32354,,29
28,82,Undirected,32357,,43
28,137,Undirected,32358,,29
28,134,Undirected,32359,,52
93,164,Undirected,32361,,29
68,25,Undirected,32363,,53
68,61,Undirected,32364,,46
123,20,Undirected,32366,,29
5,153,Undirected,32367,,48
5,61,Undirected,32369,,51
394,2,Undirected,32373,,51
18,205,Undirected,32375,,51
7,55,Undirected,32378,,29
7,195,Undirected,32380,,52
7,163,Undirected,32381,,47
7,325,Undirected,32382,,43
7,395,Undirected,32384,,29
7,126,Undirected,32386,,57
0,830,Undirected,32387,,29
0,831,Undirected,32389,,29
0,832,Undirected,32390,,29
0,833,Undirected,32391,,51
0,352,Undirected,32392,,53
0,369,Undirected,32393,,45
0,834,Undirected,32394,,54
0,835,Undirected,32395,,55
0,836,Undirected,32396,,47
0,156,Undirected,32400,,47
0,840,Undirected,32402,,52
0,578,Undirected,32403,,53
0,841,Undirected,32405,,51
46,692,Undirected,32408,,29
225,279,Undirected,32409,,43
839,27,Undirected,32410,,47
94,36,Undirected,32411,,52
176,74,Undirected,32412,,48
176,14,Undirected,32413,,55
24,110,Undirected,32415,,43
24,133,Undirected,32419,,47
304,54,Undirected,32420,,54
25,482,Undirected,32421,,29
25,256,Undirected,32423,,47
25,166,Undirected,32425,,55
25,366,Undirected,32426,,47
33,483,Undirected,32429,,56
33,113,Undirected,32430,,53
33,18,Undirected,32431,,52
33,84,Undirected,32432,,56
33,10,Undirected,32434,,56
33,664,Undirected,32435,,44
91,15,Undirected,32437,,44
153,465,Undirected,32438,,29
153,36,Undirected,32439,,58
179,4,Undirected,32440,,53
224,161,Undirected,32441,,46
140,18,Undirected,32442,,29
140,261,Undirected,32443,,49
9,29,Undirected,32447,,57
34,28,Undirected,32448,,43
34,46,Undirected,32449,,29
400,7,Undirected,32453,,47
400,11,Undirected,32454,,56
136,2,Undirected,32455,,57
136,1,Undirected,32456,,47
752,1,Undirected,32459,,58
197,335,Undirected,32461,,29
11,476,Undirected,32464,,56
11,411,Undirected,32466,,51
11,110,Undirected,32469,,46
11,305,Undirected,32471,,53
11,289,Undirected,32472,,47
207,111,Undirected,32474,,44
299,25,Undirected,32475,,50
51,86,Undirected,32478,,54
51,137,Undirected,32479,,45
51,409,Undirected,32480,,53
157,6,Undirected,32482,,54
688,37,Undirected,32483,,29
10,64,Undirected,32484,,54
150,25,Undirected,32486,,53
133,205,Undirected,32488,,29
61,361,Undirected,32493,,52
61,90,Undirected,32494,,48
61,161,Undirected,32495,,53
61,91,Undirected,32496,,52
1040,4,Undirected,32499,,29
118,51,Undirected,32501,,50
159,54,Undirected,32502,,56
159,36,Undirected,32503,,46
189,27,Undirected,32504,,46
73,176,Undirected,32505,,45
36,56,Undirected,32509,,51
36,228,Undirected,32510,,52
1819,431,Undirected,32513,,29
8,295,Undirected,32514,,49
8,285,Undirected,32516,,51
8,165,Undirected,32517,,46
8,128,Undirected,32518,,47
8,228,Undirected,32520,,54
8,158,Undirected,32522,,50
8,326,Undirected,32523,,49
379,646,Undirected,32526,,29
2,171,Undirected,32529,,51
2,181,Undirected,32531,,48
2,517,Undirected,32532,,56
557,0,Undirected,32536,,53
276,8,Undirected,32539,,55
47,164,Undirected,32540,,29
47,49,Undirected,32542,,45
289,31,Undirected,32543,,43
289,47,Undirected,32544,,52
14,444,Undirected,32545,,46
14,172,Undirected,32546,,44
4,170,Undirected,32548,,53
4,336,Undirected,32549,,55
142,844,Undirected,32550,,29
20,44,Undirected,32551,,49
1506,376,Undirected,32552,,29
50,33,Undirected,32553,,53
50,508,Undirected,32554,,55
367,6,Undirected,32555,,52
367,66,Undirected,32556,,29
92,121,Undirected,32557,,47
92,32,Undirected,32558,,51
92,38,Undirected,32559,,29
1,376,Undirected,32563,,54
1,247,Undirected,32568,,51
1,407,Undirected,32569,,53
1,560,Undirected,32571,,53
727,1,Undirected,32572,,45
918,593,Undirected,32573,,29
154,14,Undirected,32575,,53
481,84,Undirected,32576,,29
40,46,Undirected,32577,,49
40,102,Undirected,32581,,50
672,0,Undirected,32583,,52
271,27,Undirected,32584,,53
664,1,Undirected,32585,,55
65,434,Undirected,32586,,51
65,49,Undirected,32587,,52
55,15,Undirected,32590,,28
55,41,Undirected,32591,,47
145,32,Undirected,32592,,42
145,7,Undirected,32593,,54
145,8,Undirected,32594,,54
497,1,Undirected,32596,,55
2355,143,Undirected,32597,,28
2355,28,Undirected,32598,,28
351,2,Undirected,32600,,47
112,392,Undirected,32601,,51
119,18,Undirected,32602,,55
119,20,Undirected,32603,,52
22,100,Undirected,32607,,28
298,86,Undirected,32608,,46
298,780,Undirected,32609,,28
298,51,Undirected,32610,,28
121,41,Undirected,32611,,28
121,61,Undirected,32612,,55
113,86,Undirected,32613,,52
459,845,Undirected,32614,,28
164,53,Undirected,32616,,28
164,36,Undirected,32617,,44
358,76,Undirected,32618,,28
1922,28,Undirected,32619,,28
932,0,Undirected,32620,,54
954,0,Undirected,32621,,53
1426,0,Undirected,32623,,45
1101,21,Undirected,32624,,28
32,15,Undirected,32626,,28
745,7,Undirected,32627,,42
229,21,Undirected,32628,,51
58,31,Undirected,32630,,49
48,94,Undirected,32631,,28
48,20,Undirected,32632,,28
95,787,Undirected,32633,,28
352,847,Undirected,32634,,28
352,11,Undirected,32635,,49
361,74,Undirected,32637,,42
4363,848,Undirected,32638,,28
900,713,Undirected,32639,,28
3,92,Undirected,32640,,53
784,0,Undirected,32641,,52
98,18,Undirected,32643,,53
1175,0,Undirected,32645,,49
70,849,Undirected,32648,,28
29,256,Undirected,32655,,28
29,63,Undirected,32656,,44
29,322,Undirected,32658,,28
86,3,Undirected,32659,,51
86,9,Undirected,32660,,45
27,468,Undirected,32662,,46
27,114,Undirected,32663,,55
27,43,Undirected,32664,,53
27,753,Undirected,32665,,42
27,110,Undirected,32667,,44
340,25,Undirected,32672,,43
935,25,Undirected,32674,,43
167,50,Undirected,32675,,28
31,174,Undirected,32676,,45
31,83,Undirected,32677,,54
363,14,Undirected,32678,,47
449,6,Undirected,32679,,48
127,24,Undirected,32681,,28
165,5,Undirected,32683,,45
3852,41,Undirected,32685,,28
286,27,Undirected,32686,,55
286,2,Undirected,32687,,47
416,227,Undirected,32688,,45
226,6,Undirected,32689,,48
214,27,Undirected,32690,,53
523,7,Undirected,32691,,46
682,11,Undirected,32692,,28
117,49,Undirected,32694,,28
233,2,Undirected,32695,,50
936,216,Undirected,32696,,28
411,6,Undirected,32697,,44
104,6,Undirected,32698,,43
54,319,Undirected,32699,,42
660,2,Undirected,32701,,49
6,229,Undirected,32703,,51
6,352,Undirected,32705,,47
6,82,Undirected,32707,,53
6,87,Undirected,32708,,51
6,469,Undirected,32709,,50
6,227,Undirected,32710,,49
6,851,Undirected,32711,,28
6,366,Undirected,32712,,46
6,395,Undirected,32714,,28
6,336,Undirected,32715,,51
6,852,Undirected,32717,,28
148,8,Undirected,32719,,56
12,106,Undirected,32722,,51
12,270,Undirected,32723,,51
12,60,Undirected,32725,,51
12,297,Undirected,32726,,45
12,234,Undirected,32727,,46
12,514,Undirected,32729,,52
202,36,Undirected,32731,,51
66,11,Undirected,32732,,48
74,286,Undirected,32733,,28
74,421,Undirected,32735,,43
155,182,Undirected,32737,,28
155,70,Undirected,32738,,28
155,85,Undirected,32740,,55
1494,0,Undirected,32741,,44
362,12,Undirected,32742,,54
2413,855,Undirected,32744,,28
128,14,Undirected,32746,,54
15,745,Undirected,32747,,28
15,87,Undirected,32748,,52
15,75,Undirected,32749,,28
15,63,Undirected,32750,,54
15,64,Undirected,32751,,46
106,29,Undirected,32752,,28
106,25,Undirected,32753,,51
23,9,Undirected,32754,,47
23,232,Undirected,32755,,28
90,111,Undirected,32757,,52
53,298,Undirected,32758,,44
53,856,Undirected,32759,,28
53,29,Undirected,32760,,51
53,90,Undirected,32761,,46
114,2,Undirected,32765,,45
57,471,Undirected,32769,,28
445,4,Undirected,32771,,52
522,118,Undirected,32772,,28
516,53,Undirected,32773,,50
83,189,Undirected,32775,,28
2018,43,Undirected,32776,,28
76,7,Undirected,32777,,50
76,8,Undirected,32778,,47
403,21,Undirected,32779,,28
387,406,Undirected,32780,,28
72,392,Undirected,32781,,51
227,1,Undirected,32782,,48
442,58,Undirected,32784,,28
380,612,Undirected,32786,,28
21,190,Undirected,32789,,53
21,129,Undirected,32790,,48
693,33,Undirected,32792,,28
720,0,Undirected,32793,,51
373,104,Undirected,32794,,28
373,14,Undirected,32795,,28
661,1,Undirected,32797,,28
331,24,Undirected,32799,,44
52,45,Undirected,32800,,28
183,53,Undirected,32802,,45
28,145,Undirected,32803,,55
28,858,Undirected,32804,,42
28,98,Undirected,32805,,50
28,661,Undirected,32808,,28
250,0,Undirected,32810,,55
93,125,Undirected,32811,,42
49,22,Undirected,32812,,52
49,23,Undirected,32814,,28
49,859,Undirected,32815,,28
5,82,Undirected,32817,,28
366,21,Undirected,32819,,44
366,8,Undirected,32821,,51
63,18,Undirected,32822,,52
134,20,Undirected,32823,,44
518,6,Undirected,32824,,47
642,6,Undirected,32826,,52
7,288,Undirected,32828,,47
7,193,Undirected,32833,,28
7,265,Undirected,32834,,49
7,173,Undirected,32837,,47
7,289,Undirected,32838,,47
0,860,Undirected,32839,,53
0,861,Undirected,32840,,42
0,862,Undirected,32845,,28
0,863,Undirected,32846,,45
0,864,Undirected,32847,,28
0,866,Undirected,32851,,51
0,867,Undirected,32852,,49
0,868,Undirected,32854,,45
0,869,Undirected,32855,,28
0,870,Undirected,32856,,47
46,858,Undirected,32857,,28
46,15,Undirected,32859,,52
325,11,Undirected,32860,,47
225,4,Undirected,32863,,56
176,86,Undirected,32865,,54
188,21,Undirected,32867,,28
24,152,Undirected,32869,,28
24,26,Undirected,32870,,45
24,304,Undirected,32871,,55
24,100,Undirected,32872,,47
408,392,Undirected,32873,,52
25,196,Undirected,32876,,47
25,270,Undirected,32878,,53
25,331,Undirected,32879,,52
25,198,Undirected,32880,,53
25,871,Undirected,32881,,28
25,865,Undirected,32882,,42
25,133,Undirected,32883,,50
25,872,Undirected,32884,,28
78,387,Undirected,32886,,28
78,276,Undirected,32887,,28
1511,612,Undirected,32889,,28
84,22,Undirected,32890,,51
91,30,Undirected,32893,,28
80,65,Undirected,32895,,45
153,51,Undirected,32897,,48
153,4,Undirected,32898,,47
685,2,Undirected,32899,,28
556,12,Undirected,32900,,48
140,29,Undirected,32902,,51
140,225,Undirected,32903,,48
871,0,Undirected,32904,,47
871,185,Undirected,32905,,28
13,54,Undirected,32906,,52
56,874,Undirected,32907,,28
257,54,Undirected,32910,,48
107,875,Undirected,32915,,28
2048,27,Undirected,32918,,28
144,376,Undirected,32919,,28
506,518,Undirected,32923,,28
382,11,Undirected,32925,,44
228,297,Undirected,32926,,28
752,12,Undirected,32927,,44
247,7,Undirected,32928,,50
313,2,Undirected,32929,,55
101,392,Undirected,32930,,28
101,44,Undirected,32931,,49
11,284,Undirected,32933,,47
11,76,Undirected,32935,,55
11,679,Undirected,32936,,47
11,543,Undirected,32937,,52
11,378,Undirected,32938,,46
280,29,Undirected,32939,,28
51,176,Undirected,32940,,51
51,101,Undirected,32941,,47
413,1,Undirected,32942,,49
491,0,Undirected,32943,,50
10,86,Undirected,32944,,45
1139,651,Undirected,32945,,28
2317,1,Undirected,32946,,28
426,54,Undirected,32947,,28
701,7,Undirected,32948,,28
1640,876,Undirected,32950,,28
100,138,Undirected,32951,,45
2197,835,Undirected,32955,,28
1544,4,Undirected,32956,,28
428,57,Undirected,32957,,28
629,12,Undirected,32960,,44
17,28,Undirected,32961,,28
969,18,Undirected,32962,,53
1620,1,Undirected,32965,,43
36,468,Undirected,32966,,52
36,115,Undirected,32967,,47
36,360,Undirected,32970,,42
8,149,Undirected,32973,,51
8,205,Undirected,32974,,47
8,464,Undirected,32976,,42
8,190,Undirected,32977,,51
8,134,Undirected,32978,,48
37,85,Undirected,32982,,28
1129,877,Undirected,32984,,28
815,0,Undirected,32986,,53
2,298,Undirected,32987,,52
2,70,Undirected,32989,,53
2,451,Undirected,32992,,52
2,75,Undirected,32993,,28
2,403,Undirected,32994,,53
2,190,Undirected,32995,,54
2,576,Undirected,32998,,50
2,338,Undirected,32999,,43
141,335,Undirected,33001,,28
248,12,Undirected,33002,,50
267,25,Undirected,33004,,54
267,14,Undirected,33005,,44
276,14,Undirected,33006,,47
14,3,Undirected,33007,,51
14,310,Undirected,33009,,43
14,225,Undirected,33010,,28
14,415,Undirected,33013,,51
4,42,Undirected,33014,,54
4,175,Undirected,33015,,49
4,201,Undirected,33016,,28
4,94,Undirected,33018,,45
4,41,Undirected,33019,,46
4,508,Undirected,33020,,54
142,6,Undirected,33022,,52
20,722,Undirected,33023,,44
20,3,Undirected,33024,,54
20,165,Undirected,33025,,54
50,229,Undirected,33029,,44
50,170,Undirected,33030,,28
50,38,Undirected,33031,,43
813,1,Undirected,33032,,50
92,361,Undirected,33034,,47
92,47,Undirected,33036,,28
39,131,Undirected,33037,,28
111,3,Undirected,33038,,49
1,112,Undirected,33039,,50
1,880,Undirected,33040,,42
1,323,Undirected,33041,,45
1,482,Undirected,33042,,55
1,881,Undirected,33043,,53
1,572,Undirected,33044,,51
1,403,Undirected,33046,,49
1,627,Undirected,33047,,48
1,421,Undirected,33048,,52
727,7,Undirected,33049,,45
918,50,Undirected,33050,,55
154,20,Undirected,33051,,53
514,882,Undirected,33052,,28
126,21,Undirected,33053,,55
479,6,Undirected,33055,,47
102,883,Undirected,33056,,28
1240,51,Undirected,33057,,28
65,38,Undirected,33058,,54
295,27,Undirected,33063,,49
19,125,Undirected,33064,,46
293,7,Undirected,33065,,49
238,54,Undirected,33066,,43
238,66,Undirected,33067,,43
347,27,Undirected,33069,,50
3246,78,Undirected,33070,,27
1613,129,Undirected,33071,,27
260,24,Undirected,33072,,50
260,11,Undirected,33073,,27
22,13,Undirected,33074,,27
22,10,Undirected,33075,,41
113,54,Undirected,33076,,50
459,124,Undirected,33078,,27
501,1,Undirected,33079,,27
164,170,Undirected,33080,,51
465,78,Undirected,33082,,27
1248,0,Undirected,33083,,47
1055,0,Undirected,33084,,50
229,14,Undirected,33085,,46
149,6,Undirected,33088,,27
361,53,Undirected,33091,,46
205,29,Undirected,33092,,42
468,7,Undirected,33093,,27
170,28,Undirected,33095,,52
784,6,Undirected,33097,,45
108,885,Undirected,33098,,27
122,7,Undirected,33100,,27
122,8,Undirected,33101,,48
1420,0,Undirected,33102,,43
125,60,Undirected,33105,,41
38,444,Undirected,33108,,27
70,7,Undirected,33109,,44
1627,714,Undirected,33110,,27
296,27,Undirected,33113,,53
29,66,Undirected,33114,,43
86,296,Undirected,33115,,27
86,360,Undirected,33116,,27
86,179,Undirected,33117,,43
86,102,Undirected,33118,,54
27,375,Undirected,33121,,45
27,556,Undirected,33125,,43
770,32,Undirected,33127,,27
115,259,Undirected,33128,,27
402,310,Undirected,33130,,27
71,216,Undirected,33131,,44
255,11,Undirected,33133,,50
315,8,Undirected,33134,,47
45,24,Undirected,33135,,47
340,8,Undirected,33136,,47
31,202,Undirected,33138,,42
31,15,Undirected,33139,,50
31,183,Undirected,33141,,41
31,176,Undirected,33142,,27
31,304,Undirected,33143,,45
31,224,Undirected,33144,,27
449,7,Undirected,33145,,27
245,25,Undirected,33147,,43
947,6,Undirected,33148,,27
454,0,Undirected,33149,,27
143,393,Undirected,33150,,27
533,40,Undirected,33151,,47
480,11,Undirected,33152,,49
307,0,Undirected,33155,,50
120,74,Undirected,33156,,53
120,153,Undirected,33158,,27
636,6,Undirected,33159,,45
195,50,Undirected,33160,,51
82,794,Undirected,33161,,27
82,8,Undirected,33162,,27
82,2,Undirected,33163,,52
473,94,Undirected,33164,,50
473,887,Undirected,33165,,27
411,7,Undirected,33166,,44
902,53,Undirected,33168,,41
163,756,Undirected,33170,,27
54,70,Undirected,33172,,45
54,105,Undirected,33173,,53
54,124,Undirected,33174,,42
54,129,Undirected,33175,,45
54,888,Undirected,33177,,27
1322,27,Undirected,33178,,27
174,4,Undirected,33179,,42
6,279,Undirected,33182,,50
6,286,Undirected,33183,,52
6,403,Undirected,33185,,27
6,889,Undirected,33186,,27
6,485,Undirected,33187,,48
6,228,Undirected,33188,,47
6,560,Undirected,33190,,54
87,4,Undirected,33191,,43
87,20,Undirected,33192,,50
896,0,Undirected,33193,,27
1237,808,Undirected,33194,,27
294,0,Undirected,33195,,49
12,260,Undirected,33196,,53
12,319,Undirected,33197,,41
12,211,Undirected,33201,,43
12,446,Undirected,33202,,49
12,890,Undirected,33204,,27
12,173,Undirected,33205,,47
12,891,Undirected,33206,,27
75,101,Undirected,33208,,27
137,892,Undirected,33211,,27
79,2,Undirected,33212,,27
74,210,Undirected,33213,,27
74,117,Undirected,33214,,46
74,232,Undirected,33215,,54
155,705,Undirected,33218,,44
155,9,Undirected,33220,,43
155,257,Undirected,33221,,27
177,8,Undirected,33222,,50
256,18,Undirected,33223,,27
256,203,Undirected,33224,,27
968,18,Undirected,33226,,52
3648,104,Undirected,33227,,27
15,862,Undirected,33228,,27
15,291,Undirected,33230,,41
15,10,Undirected,33231,,53
90,46,Undirected,33234,,54
90,50,Undirected,33236,,52
409,552,Undirected,33238,,27
88,273,Undirected,33240,,27
270,155,Undirected,33242,,47
43,25,Undirected,33244,,52
57,72,Undirected,33245,,43
85,70,Undirected,33246,,51
85,189,Undirected,33248,,27
85,354,Undirected,33249,,51
2809,893,Undirected,33250,,27
222,21,Undirected,33251,,54
166,1,Undirected,33252,,43
516,88,Undirected,33253,,46
626,32,Undirected,33254,,27
1319,113,Undirected,33255,,43
2144,894,Undirected,33256,,27
172,25,Undirected,33257,,44
83,895,Undirected,33258,,27
83,58,Undirected,33259,,45
83,412,Undirected,33260,,27
1639,11,Undirected,33261,,27
1179,215,Undirected,33262,,27
387,41,Undirected,33265,,27
2331,40,Undirected,33266,,27
72,176,Undirected,33268,,44
372,1,Undirected,33269,,47
4096,77,Undirected,33270,,27
124,12,Undirected,33271,,53
124,74,Undirected,33272,,44
124,10,Undirected,33273,,53
1678,227,Undirected,33275,,41
161,15,Undirected,33277,,47
161,366,Undirected,33278,,27
190,54,Undirected,33279,,42
380,34,Undirected,33280,,27
21,145,Undirected,33281,,43
21,214,Undirected,33284,,53
21,409,Undirected,33285,,50
21,593,Undirected,33287,,47
21,331,Undirected,33288,,45
21,485,Undirected,33289,,42
21,146,Undirected,33290,,49
21,297,Undirected,33291,,49
21,336,Undirected,33292,,54
593,90,Undirected,33295,,27
904,21,Undirected,33297,,41
470,38,Undirected,33298,,27
446,11,Undirected,33299,,45
99,39,Undirected,33300,,27
60,86,Undirected,33301,,27
110,125,Undirected,33302,,27
110,6,Undirected,33303,,49
52,153,Undirected,33305,,46
52,276,Undirected,33306,,27
52,102,Undirected,33307,,27
28,295,Undirected,33309,,43
28,348,Undirected,33310,,52
28,364,Undirected,33311,,46
28,896,Undirected,33312,,27
28,88,Undirected,33313,,44
28,68,Undirected,33314,,48
28,201,Undirected,33315,,45
28,89,Undirected,33316,,52
28,327,Undirected,33318,,44
28,354,Undirected,33319,,53
201,118,Undirected,33322,,27
517,25,Undirected,33324,,44
49,124,Undirected,33326,,47
49,101,Undirected,33327,,27
5,202,Undirected,33328,,46
5,51,Undirected,33330,,44
147,57,Undirected,33331,,27
63,12,Undirected,33332,,51
394,54,Undirected,33334,,27
332,52,Undirected,33335,,27
18,202,Undirected,33337,,42
18,53,Undirected,33338,,50
18,91,Undirected,33339,,27
7,295,Undirected,33340,,43
7,253,Undirected,33342,,50
7,752,Undirected,33346,,43
7,312,Undirected,33347,,27
7,142,Undirected,33348,,49
7,481,Undirected,33349,,53
0,899,Undirected,33353,,43
0,901,Undirected,33355,,42
0,564,Undirected,33356,,51
0,902,Undirected,33357,,50
0,743,Undirected,33358,,42
0,903,Undirected,33360,,27
0,904,Undirected,33361,,44
0,905,Undirected,33364,,49
0,632,Undirected,33367,,49
0,908,Undirected,33369,,50
0,909,Undirected,33371,,51
0,910,Undirected,33372,,49
94,25,Undirected,33376,,41
94,2,Undirected,33377,,46
297,7,Undirected,33378,,42
297,8,Undirected,33379,,46
24,295,Undirected,33380,,45
24,499,Undirected,33381,,44
24,229,Undirected,33382,,52
24,87,Undirected,33383,,50
24,228,Undirected,33384,,47
24,289,Undirected,33386,,51
24,151,Undirected,33387,,54
24,126,Undirected,33388,,43
24,602,Undirected,33389,,27
408,1,Undirected,33390,,54
304,86,Undirected,33391,,46
304,224,Undirected,33393,,52
25,502,Undirected,33394,,41
25,563,Undirected,33395,,46
25,114,Undirected,33398,,52
25,580,Undirected,33399,,43
25,60,Undirected,33400,,49
25,642,Undirected,33401,,27
25,349,Undirected,33402,,43
25,91,Undirected,33404,,50
25,179,Undirected,33405,,49
25,574,Undirected,33406,,27
25,700,Undirected,33407,,41
535,33,Undirected,33408,,27
89,3,Undirected,33409,,27
89,88,Undirected,33411,,45
33,154,Undirected,33414,,47
1511,380,Undirected,33415,,27
84,31,Undirected,33416,,50
84,896,Undirected,33417,,27
234,61,Undirected,33419,,52
234,4,Undirected,33420,,27
91,22,Undirected,33421,,51
91,42,Undirected,33422,,27
153,699,Undirected,33423,,27
301,240,Undirected,33427,,27
556,36,Undirected,33428,,27
224,28,Undirected,33429,,49
140,72,Undirected,33430,,47
140,179,Undirected,33431,,27
1917,6,Undirected,33433,,27
1798,911,Undirected,33434,,27
64,53,Undirected,33435,,50
64,20,Undirected,33436,,42
56,912,Undirected,33437,,27
3098,0,Undirected,33438,,27
819,112,Undirected,33441,,27
532,0,Undirected,33442,,42
129,78,Undirected,33443,,27
129,650,Undirected,33444,,27
107,29,Undirected,33445,,51
107,27,Undirected,33446,,45
107,12,Undirected,33447,,45
1436,0,Undirected,33448,,44
136,144,Undirected,33449,,51
291,54,Undirected,33450,,27
291,7,Undirected,33451,,48
1279,562,Undirected,33452,,27
206,2,Undirected,33453,,27
382,518,Undirected,33454,,27
638,12,Undirected,33455,,44
247,8,Undirected,33457,,43
313,24,Undirected,33459,,45
1372,275,Undirected,33460,,27
101,451,Undirected,33461,,41
101,54,Undirected,33462,,49
101,5,Undirected,33465,,53
101,471,Undirected,33466,,27
11,722,Undirected,33467,,44
11,392,Undirected,33468,,50
11,228,Undirected,33472,,47
11,428,Undirected,33475,,50
2198,1,Undirected,33478,,27
220,514,Undirected,33479,,27
336,50,Undirected,33481,,44
488,65,Undirected,33483,,42
378,1,Undirected,33484,,48
158,20,Undirected,33485,,46
381,240,Undirected,33486,,27
381,913,Undirected,33487,,27
326,27,Undirected,33488,,27
100,20,Undirected,33490,,52
61,38,Undirected,33493,,46
61,63,Undirected,33494,,44
61,153,Undirected,33496,,47
61,140,Undirected,33497,,47
61,118,Undirected,33498,,50
432,1,Undirected,33499,,53
252,849,Undirected,33501,,27
1122,914,Undirected,33503,,27
189,2,Undirected,33504,,48
232,11,Undirected,33506,,53
73,70,Undirected,33507,,27
36,915,Undirected,33513,,43
36,588,Undirected,33514,,27
36,434,Undirected,33515,,41
36,258,Undirected,33516,,27
455,15,Undirected,33519,,45
747,2,Undirected,33520,,27
69,27,Undirected,33521,,50
8,113,Undirected,33522,,48
8,548,Undirected,33525,,27
8,93,Undirected,33530,,51
8,248,Undirected,33532,,27
8,508,Undirected,33533,,50
463,787,Undirected,33534,,27
305,28,Undirected,33536,,53
909,1,Undirected,33537,,50
868,61,Undirected,33538,,27
1079,1,Undirected,33539,,50
2,143,Undirected,33542,,50
2,480,Undirected,33543,,45
2,226,Undirected,33544,,50
2,88,Undirected,33545,,27
2,445,Undirected,33546,,27
2,175,Undirected,33548,,53
2,446,Undirected,33549,,44
2,408,Undirected,33550,,47
2,556,Undirected,33551,,44
2,424,Undirected,33554,,45
2,69,Undirected,33556,,45
173,11,Undirected,33557,,51
236,0,Undirected,33558,,27
267,21,Undirected,33559,,51
267,28,Undirected,33560,,43
267,24,Undirected,33561,,45
47,45,Undirected,33563,,27
14,916,Undirected,33564,,27
14,438,Undirected,33566,,47
14,10,Undirected,33567,,45
1314,21,Undirected,33568,,44
4,19,Undirected,33569,,53
4,72,Undirected,33571,,51
4,93,Undirected,33572,,42
4,150,Undirected,33573,,45
20,451,Undirected,33576,,48
20,175,Undirected,33577,,47
20,179,Undirected,33578,,53
