Source,Target,Type,Id,Label,Weight
746,1,Undirected,37997,,41
133,11,Undirected,37998,,37
133,65,Undirected,37999,,39
100,54,Undirected,38000,,21
240,54,Undirected,38001,,21
61,238,Undirected,38003,,21
61,364,Undirected,38005,,37
61,366,Undirected,38007,,21
61,13,Undirected,38009,,40
428,48,Undirected,38010,,37
428,90,Undirected,38011,,21
208,21,Undirected,38013,,38
457,5,Undirected,38015,,36
507,24,Undirected,38016,,21
507,1,Undirected,38017,,40
118,911,Undirected,38018,,21
252,335,Undirected,38019,,21
178,335,Undirected,38020,,21
1236,6,Undirected,38021,,41
17,54,Undirected,38022,,38
17,12,Undirected,38023,,35
159,14,Undirected,38024,,41
159,514,Undirected,38025,,21
737,0,Undirected,38027,,39
189,8,Undirected,38028,,21
232,24,Undirected,38029,,37
232,1197,Undirected,38030,,21
232,20,Undirected,38031,,40
73,311,Undirected,38032,,21
73,56,Undirected,38033,,21
73,1198,Undirected,38034,,21
73,14,Undirected,38035,,21
930,15,Undirected,38036,,21
36,420,Undirected,38037,,21
36,260,Undirected,38038,,40
36,363,Undirected,38039,,21
36,66,Undirected,38040,,35
36,67,Undirected,38041,,39
36,1199,Undirected,38044,,21
36,157,Undirected,38045,,21
36,577,Undirected,38046,,21
268,50,Undirected,38048,,42
8,401,Undirected,38049,,21
8,769,Undirected,38051,,21
8,449,Undirected,38053,,21
8,281,Undirected,38055,,21
8,434,Undirected,38056,,21
8,94,Undirected,38057,,40
8,820,Undirected,38058,,35
8,493,Undirected,38060,,21
305,87,Undirected,38063,,21
305,7,Undirected,38065,,39
1685,1,Undirected,38066,,21
131,0,Undirected,38067,,21
607,1201,Undirected,38068,,21
607,1,Undirected,38069,,41
1073,1202,Undirected,38070,,21
909,11,Undirected,38071,,21
1585,0,Undirected,38072,,36
2,1134,Undirected,38075,,21
2,933,Undirected,38076,,21
2,769,Undirected,38077,,36
2,453,Undirected,38078,,21
2,288,Undirected,38079,,21
2,244,Undirected,38080,,39
2,76,Undirected,38082,,41
2,713,Undirected,38083,,38
2,1203,Undirected,38086,,21
2,263,Undirected,38087,,21
2,514,Undirected,38088,,21
635,1,Undirected,38090,,39
670,21,Undirected,38091,,21
397,28,Undirected,38093,,21
267,488,Undirected,38094,,21
276,1204,Undirected,38095,,21
47,58,Undirected,38096,,21
47,458,Undirected,38097,,21
14,165,Undirected,38102,,21
14,174,Undirected,38103,,37
14,1032,Undirected,38105,,21
14,201,Undirected,38106,,21
14,89,Undirected,38107,,41
14,107,Undirected,38108,,38
14,507,Undirected,38109,,37
647,11,Undirected,38111,,39
4,364,Undirected,38112,,35
4,199,Undirected,38113,,36
4,228,Undirected,38115,,39
4,247,Undirected,38116,,21
142,207,Undirected,38122,,21
20,298,Undirected,38123,,36
20,1205,Undirected,38124,,21
20,349,Undirected,38126,,21
20,257,Undirected,38127,,37
20,1206,Undirected,38128,,21
20,336,Undirected,38129,,40
20,494,Undirected,38131,,21
610,215,Undirected,38132,,21
610,237,Undirected,38133,,21
50,453,Undirected,38134,,21
50,72,Undirected,38135,,38
50,51,Undirected,38136,,40
50,426,Undirected,38137,,35
50,582,Undirected,38140,,21
92,164,Undirected,38143,,40
92,166,Undirected,38146,,21
92,129,Undirected,38147,,21
169,6,Undirected,38149,,21
209,0,Undirected,38150,,38
111,1207,Undirected,38152,,21
111,49,Undirected,38153,,38
111,493,Undirected,38156,,21
111,209,Undirected,38157,,36
786,0,Undirected,38158,,39
1,288,Undirected,38161,,38
1,182,Undirected,38162,,21
1,1208,Undirected,38163,,35
1,71,Undirected,38164,,21
1,451,Undirected,38166,,38
1,1209,Undirected,38167,,35
1,820,Undirected,38171,,21
1,223,Undirected,38172,,21
1,819,Undirected,38173,,40
1,1210,Undirected,38174,,21
1,865,Undirected,38175,,35
1,826,Undirected,38176,,40
1,216,Undirected,38179,,40
1,422,Undirected,38180,,21
1,263,Undirected,38181,,39
1,872,Undirected,38184,,21
727,27,Undirected,38185,,38
1082,237,Undirected,38186,,21
816,0,Undirected,38187,,21
354,92,Undirected,38189,,21
1969,0,Undirected,38190,,21
704,25,Undirected,38191,,21
154,119,Undirected,38192,,35
154,74,Undirected,38193,,38
1113,245,Undirected,38194,,21
481,11,Undirected,38195,,35
514,6,Undirected,38197,,21
126,382,Undirected,38198,,21
40,19,Undirected,38199,,21
40,121,Undirected,38200,,21
40,113,Undirected,38201,,21
40,182,Undirected,38202,,21
40,246,Undirected,38203,,21
40,137,Undirected,38204,,21
40,114,Undirected,38206,,35
479,11,Undirected,38208,,21
1636,0,Undirected,38209,,21
672,11,Undirected,38211,,21
271,182,Undirected,38212,,21
271,65,Undirected,38213,,37
577,1,Undirected,38214,,36
235,0,Undirected,38216,,21
102,392,Undirected,38217,,21
102,190,Undirected,38218,,37
792,756,Undirected,38221,,21
65,955,Undirected,38222,,35
65,165,Undirected,38223,,40
65,387,Undirected,38224,,21
65,305,Undirected,38226,,21
65,489,Undirected,38227,,21
559,7,Undirected,38228,,35
2230,0,Undirected,38229,,21
490,61,Undirected,38230,,20
269,31,Undirected,38231,,38
476,7,Undirected,38232,,36
4799,1212,Undirected,38233,,20
1419,0,Undirected,38234,,20
1247,0,Undirected,38235,,40
705,182,Undirected,38237,,20
1213,764,Undirected,38239,,20
145,14,Undirected,38240,,40
420,4,Undirected,38241,,38
483,1214,Undirected,38243,,20
483,897,Undirected,38244,,20
483,1215,Undirected,38245,,20
1268,1216,Undirected,38246,,20
254,20,Undirected,38248,,20
19,29,Undirected,38249,,37
19,365,Undirected,38251,,35
19,261,Undirected,38252,,38
19,64,Undirected,38254,,20
1089,0,Undirected,38256,,38
1691,0,Undirected,38257,,34
1223,1217,Undirected,38258,,20
1223,1218,Undirected,38259,,20
1223,1044,Undirected,38260,,20
293,1219,Undirected,38261,,20
293,53,Undirected,38262,,34
293,1212,Undirected,38263,,20
293,544,Undirected,38264,,20
238,86,Undirected,38265,,35
238,7,Undirected,38267,,40
238,4,Undirected,38268,,20
1219,1220,Undirected,38270,,20
1219,917,Undirected,38271,,20
347,12,Undirected,38273,,40
347,46,Undirected,38274,,35
652,0,Undirected,38275,,39
385,521,Undirected,38276,,20
351,31,Undirected,38278,,20
658,7,Undirected,38281,,20
191,268,Undirected,38282,,20
1452,0,Undirected,38283,,36
1214,897,Undirected,38284,,20
1214,15,Undirected,38285,,20
1214,1221,Undirected,38286,,20
1214,40,Undirected,38287,,20
260,1222,Undirected,38288,,37
1273,1223,Undirected,38289,,20
1273,1217,Undirected,38290,,20
1273,1218,Undirected,38291,,20
1273,1044,Undirected,38292,,20
521,99,Undirected,38293,,20
707,8,Undirected,38294,,37
119,29,Undirected,38295,,39
119,10,Undirected,38296,,20
22,19,Undirected,38298,,39
22,390,Undirected,38299,,20
22,170,Undirected,38300,,37
22,160,Undirected,38301,,38
22,256,Undirected,38303,,20
22,36,Undirected,38304,,20
298,4,Undirected,38305,,37
1465,12,Undirected,38306,,20
121,64,Undirected,38309,,36
121,111,Undirected,38311,,37
113,92,Undirected,38312,,36
459,37,Undirected,38313,,35
164,50,Undirected,38315,,37
643,165,Undirected,38316,,20
358,12,Undirected,38317,,40
1140,1214,Undirected,38318,,20
1140,897,Undirected,38319,,20
1140,1215,Undirected,38320,,20
1140,1221,Undirected,38321,,20
1245,884,Undirected,38322,,20
954,1,Undirected,38324,,39
1101,232,Undirected,38326,,20
460,12,Undirected,38327,,38
897,1221,Undirected,38332,,20
465,36,Undirected,38333,,20
925,1224,Undirected,38334,,20
833,1225,Undirected,38335,,20
833,7,Undirected,38336,,20
833,1226,Undirected,38337,,20
285,153,Undirected,38341,,20
1467,1227,Undirected,38342,,20
1467,0,Undirected,38343,,20
229,74,Undirected,38344,,36
229,106,Undirected,38345,,20
383,7,Undirected,38346,,20
149,11,Undirected,38347,,38
58,364,Undirected,38348,,20
58,49,Undirected,38349,,35
58,224,Undirected,38350,,20
1371,130,Undirected,38353,,20
95,429,Undirected,38354,,20
1242,833,Undirected,38355,,20
1242,1225,Undirected,38356,,20
170,20,Undirected,38357,,20
1535,315,Undirected,38358,,20
656,54,Undirected,38359,,20
1235,67,Undirected,38360,,20
135,0,Undirected,38361,,40
342,49,Undirected,38362,,37
1429,1,Undirected,38363,,20
239,48,Undirected,38364,,20
239,54,Undirected,38365,,34
239,92,Undirected,38366,,20
275,12,Undirected,38367,,39
3,32,Undirected,38369,,34
3,46,Undirected,38370,,20
3,153,Undirected,38371,,20
3,13,Undirected,38372,,20
3,144,Undirected,38373,,20
515,7,Undirected,38374,,36
482,258,Undirected,38376,,39
784,258,Undirected,38377,,20
122,12,Undirected,38378,,36
98,113,Undirected,38379,,39
98,155,Undirected,38380,,20
160,51,Undirected,38381,,20
160,266,Undirected,38382,,20
1805,0,Undirected,38383,,20
1006,27,Undirected,38384,,34
1006,25,Undirected,38385,,37
125,45,Undirected,38387,,37
125,201,Undirected,38389,,37
125,150,Undirected,38390,,20
125,126,Undirected,38392,,40
38,1228,Undirected,38396,,20
70,92,Undirected,38397,,20
1532,175,Undirected,38398,,20
1627,1229,Undirected,38399,,20
2032,1230,Undirected,38400,,20
171,238,Undirected,38402,,20
171,54,Undirected,38403,,20
364,53,Undirected,38404,,35
1430,27,Undirected,38406,,20
132,48,Undirected,38407,,37
132,29,Undirected,38408,,20
132,387,Undirected,38409,,34
296,18,Undirected,38410,,20
296,56,Undirected,38411,,20
29,174,Undirected,38412,,37
29,202,Undirected,38413,,20
29,594,Undirected,38414,,20
29,176,Undirected,38415,,37
29,118,Undirected,38418,,37
86,137,Undirected,38421,,34
86,273,Undirected,38422,,20
86,486,Undirected,38423,,20
86,56,Undirected,38424,,34
86,280,Undirected,38425,,37
86,336,Undirected,38426,,20
86,100,Undirected,38427,,39
27,596,Undirected,38428,,20
27,342,Undirected,38429,,20
27,469,Undirected,38432,,34
27,23,Undirected,38433,,20
27,408,Undirected,38435,,39
27,574,Undirected,38437,,20
314,6,Undirected,38441,,20
115,1028,Undirected,38442,,20
115,20,Undirected,38443,,35
2088,442,Undirected,38444,,20
402,32,Undirected,38445,,20
1208,0,Undirected,38446,,39
1208,8,Undirected,38447,,37
246,36,Undirected,38449,,37
255,254,Undirected,38450,,20
255,31,Undirected,38451,,34
255,4,Undirected,38452,,20
274,8,Undirected,38453,,38
1092,483,Undirected,38456,,20
1092,1231,Undirected,38457,,20
253,61,Undirected,38458,,20
45,199,Undirected,38459,,20
45,54,Undirected,38460,,20
45,92,Undirected,38461,,37
199,25,Undirected,38462,,20
1215,1214,Undirected,38463,,20
1215,897,Undirected,38464,,20
1215,1221,Undirected,38465,,20
1215,40,Undirected,38466,,20
762,0,Undirected,38468,,34
1315,293,Undirected,38469,,20
1315,1232,Undirected,38470,,20
699,21,Undirected,38473,,38
31,922,Undirected,38474,,38
31,153,Undirected,38476,,35
31,841,Undirected,38477,,20
363,1,Undirected,38479,,36
449,179,Undirected,38480,,20
245,72,Undirected,38483,,20
245,10,Undirected,38485,,20
1217,1092,Undirected,38486,,20
454,25,Undirected,38487,,20
444,12,Undirected,38488,,36
763,6,Undirected,38490,,34
763,0,Undirected,38491,,38
219,53,Undirected,38492,,36
564,6,Undirected,38493,,35
564,2,Undirected,38494,,35
1363,0,Undirected,38495,,38
272,24,Undirected,38497,,37
1057,208,Undirected,38499,,20
1225,1226,Undirected,38500,,20
1225,46,Undirected,38501,,20
226,8,Undirected,38502,,40
214,8,Undirected,38503,,40
523,21,Undirected,38505,,40
523,17,Undirected,38506,,20
523,36,Undirected,38507,,20
1493,1233,Undirected,38508,,20
120,19,Undirected,38509,,20
120,46,Undirected,38510,,20
120,73,Undirected,38511,,35
117,5,Undirected,38513,,20
195,140,Undirected,38514,,20
195,1231,Undirected,38515,,20
82,72,Undirected,38517,,20
82,50,Undirected,38518,,35
233,390,Undirected,38519,,20
233,129,Undirected,38520,,37
799,11,Undirected,38521,,20
105,22,Undirected,38522,,38
534,1,Undirected,38523,,20
902,8,Undirected,38524,,20
1028,14,Undirected,38525,,20
735,1234,Undirected,38526,,20
735,1206,Undirected,38527,,20
54,483,Undirected,38528,,35
54,260,Undirected,38530,,37
54,364,Undirected,38531,,38
54,392,Undirected,38532,,20
54,626,Undirected,38533,,20
54,89,Undirected,38535,,38
54,1025,Undirected,38539,,20
1322,0,Undirected,38540,,34
174,291,Undirected,38541,,34
174,92,Undirected,38542,,20
6,476,Undirected,38543,,20
6,705,Undirected,38544,,20
6,145,Undirected,38545,,38
6,656,Undirected,38548,,20
6,1235,Undirected,38549,,20
6,1094,Undirected,38553,,20
6,445,Undirected,38555,,39
6,359,Undirected,38557,,20
6,693,Undirected,38558,,39
6,251,Undirected,38559,,20
6,326,Undirected,38561,,39
6,337,Undirected,38562,,20
6,1228,Undirected,38565,,20
6,141,Undirected,38566,,40
6,647,Undirected,38567,,20
758,1,Undirected,38569,,20
1237,1204,Undirected,38570,,20
1237,1202,Undirected,38571,,20
12,219,Undirected,38578,,20
12,417,Undirected,38579,,36
12,324,Undirected,38580,,36
12,193,Undirected,38581,,20
12,679,Undirected,38582,,20
12,627,Undirected,38583,,40
12,394,Undirected,38584,,37
12,543,Undirected,38585,,36
12,381,Undirected,38588,,38
12,576,Undirected,38589,,20
202,64,Undirected,38591,,20
75,143,Undirected,38592,,20
75,6,Undirected,38593,,20
75,7,Undirected,38594,,39
137,196,Undirected,38595,,20
137,303,Undirected,38596,,20
137,50,Undirected,38597,,20
79,25,Undirected,38598,,20
66,89,Undirected,38599,,38
1238,1237,Undirected,38600,,20
1238,1204,Undirected,38601,,20
1238,1073,Undirected,38602,,20
1238,1202,Undirected,38603,,20
74,88,Undirected,38606,,39
74,13,Undirected,38607,,20
74,426,Undirected,38608,,34
74,848,Undirected,38609,,20
469,24,Undirected,38610,,35
155,49,Undirected,38613,,20
155,146,Undirected,38614,,20
155,535,Undirected,38615,,20
155,89,Undirected,38616,,40
1142,630,Undirected,38620,,20
1188,1237,Undirected,38621,,20
1188,1238,Undirected,38622,,20
1188,1073,Undirected,38623,,20
1188,276,Undirected,38624,,20
15,1239,Undirected,38628,,20
15,304,Undirected,38629,,34
15,535,Undirected,38630,,20
15,486,Undirected,38631,,20
15,101,Undirected,38632,,40
15,133,Undirected,38633,,39
15,139,Undirected,38634,,20
106,31,Undirected,38636,,20
106,85,Undirected,38638,,40
106,140,Undirected,38639,,20
23,563,Undirected,38640,,38
2245,930,Undirected,38641,,20
90,255,Undirected,38643,,34
1117,449,Undirected,38645,,20
53,297,Undirected,38646,,20
409,224,Undirected,38648,,20
409,50,Undirected,38650,,20
88,176,Undirected,38652,,20
88,24,Undirected,38653,,39
114,14,Undirected,38655,,20
4151,307,Undirected,38656,,20
1218,1092,Undirected,38657,,20
1218,1217,Undirected,38658,,20
270,48,Undirected,38659,,20
270,40,Undirected,38661,,20
524,28,Undirected,38664,,36
42,125,Undirected,38665,,20
42,176,Undirected,38666,,35
43,28,Undirected,38667,,20
43,8,Undirected,38668,,20
678,36,Undirected,38669,,36
57,49,Undirected,38670,,20
57,688,Undirected,38671,,20
85,387,Undirected,38673,,20
85,190,Undirected,38674,,34
85,505,Undirected,38677,,20
85,101,Undirected,38678,,40
85,240,Undirected,38679,,20
85,670,Undirected,38680,,20
1901,0,Undirected,38681,,20
1212,1219,Undirected,38682,,20
1212,1220,Undirected,38683,,20
1212,544,Undirected,38684,,20
1252,32,Undirected,38687,,20
1252,1096,Undirected,38688,,20
211,410,Undirected,38689,,20
211,1240,Undirected,38691,,20
801,8,Undirected,38692,,20
172,84,Undirected,38694,,20
915,157,Undirected,38695,,20
281,31,Undirected,38696,,39
83,90,Undirected,38698,,20
83,268,Undirected,38699,,20
83,1241,Undirected,38700,,20
265,52,Undirected,38702,,20
1224,373,Undirected,38704,,20
376,27,Undirected,38705,,20
753,315,Undirected,38707,,20
753,14,Undirected,38708,,20
587,27,Undirected,38709,,20
360,174,Undirected,38710,,34
360,91,Undirected,38711,,20
76,24,Undirected,38714,,36
1044,1092,Undirected,38719,,20
1044,1217,Undirected,38720,,20
387,53,Undirected,38721,,35
2331,424,Undirected,38722,,20
72,102,Undirected,38724,,20
474,373,Undirected,38726,,20
359,2,Undirected,38727,,36
1085,0,Undirected,38728,,39
124,48,Undirected,38729,,20
124,76,Undirected,38730,,20
124,33,Undirected,38732,,40
124,40,Undirected,38733,,20
161,98,Undirected,38734,,36
161,33,Undirected,38735,,38
190,27,Undirected,38737,,36
190,338,Undirected,38739,,20
21,352,Undirected,38742,,37
21,1235,Undirected,38743,,36
21,324,Undirected,38745,,20
21,183,Undirected,38746,,39
21,150,Undirected,38747,,40
628,704,Undirected,38749,,20
904,61,Undirected,38750,,20
365,155,Undirected,38751,,20
1778,66,Undirected,38752,,20
152,18,Undirected,38753,,20
1499,0,Undirected,38754,,36
60,74,Undirected,38756,,20
889,925,Undirected,38757,,20
110,207,Undirected,38758,,20
110,47,Undirected,38759,,20
1181,1242,Undirected,38760,,20
26,84,Undirected,38761,,20
331,86,Undirected,38762,,20
565,402,Undirected,38764,,20
52,238,Undirected,38765,,20
52,121,Undirected,38766,,36
52,98,Undirected,38767,,36
52,387,Undirected,38768,,37
52,1181,Undirected,38769,,20
183,74,Undirected,38771,,34
183,133,Undirected,38772,,20
1659,0,Undirected,38773,,20
28,401,Undirected,38774,,37
28,298,Undirected,38775,,38
28,722,Undirected,38776,,34
28,122,Undirected,38777,,38
28,182,Undirected,38778,,20
28,144,Undirected,38782,,37
28,621,Undirected,38783,,20
370,340,Undirected,38784,,20
837,766,Undirected,38785,,20
837,2,Undirected,38786,,38
251,2,Undirected,38787,,40
485,27,Undirected,38788,,37
485,25,Undirected,38790,,34
93,21,Undirected,38791,,36
201,392,Undirected,38793,,20
201,1082,Undirected,38794,,20
851,11,Undirected,38795,,20
851,1,Undirected,38796,,20
49,29,Undirected,38798,,35
49,208,Undirected,38799,,20
5,171,Undirected,38800,,20
5,53,Undirected,38803,,35
5,349,Undirected,38804,,20
5,176,Undirected,38805,,20
5,273,Undirected,38806,,20
5,1244,Undirected,38808,,20
366,24,Undirected,38810,,38
1220,1245,Undirected,38811,,20
1220,917,Undirected,38812,,20
1239,75,Undirected,38813,,20
198,24,Undirected,38814,,39
63,310,Undirected,38815,,20
63,85,Undirected,38816,,20
63,21,Undirected,38817,,36
63,639,Undirected,38818,,20
63,25,Undirected,38819,,39
617,74,Undirected,38821,,20
617,155,Undirected,38822,,39
394,29,Undirected,38824,,20
16,1246,Undirected,38825,,20
16,88,Undirected,38826,,20
584,50,Undirected,38827,,20
1156,55,Undirected,38828,,20
1156,7,Undirected,38829,,20
1156,930,Undirected,38830,,20
18,533,Undirected,38831,,20
18,382,Undirected,38833,,38
18,40,Undirected,38834,,40
374,655,Undirected,38836,,20
838,8,Undirected,38837,,20
7,392,Undirected,38839,,39
7,564,Undirected,38840,,20
7,324,Undirected,38841,,35
7,789,Undirected,38842,,20
7,743,Undirected,38843,,20
7,819,Undirected,38845,,20
7,157,Undirected,38846,,35
7,326,Undirected,38849,,20
7,232,Undirected,38850,,20
7,356,Undirected,38852,,20
0,283,Undirected,38853,,35
0,601,Undirected,38855,,20
0,1249,Undirected,38861,,20
0,1250,Undirected,38863,,20
0,758,Undirected,38864,,20
0,1251,Undirected,38865,,20
0,200,Undirected,38866,,37
0,996,Undirected,38868,,20
0,1253,Undirected,38870,,34
0,721,Undirected,38871,,34
0,1255,Undirected,38874,,40
0,1256,Undirected,38875,,20
0,1257,Undirected,38877,,20
0,1211,Undirected,38882,,40
0,602,Undirected,38883,,37
0,631,Undirected,38884,,35
1226,1260,Undirected,38885,,20
46,74,Undirected,38886,,34
46,1226,Undirected,38887,,20
325,54,Undirected,38890,,20
2542,0,Undirected,38891,,20
3278,61,Undirected,38892,,20
225,354,Undirected,38894,,36
839,28,Undirected,38895,,20
839,8,Undirected,38896,,20
297,20,Undirected,38897,,20
24,1169,Undirected,38898,,39
24,460,Undirected,38899,,20
24,128,Undirected,38901,,34
24,333,Undirected,38905,,39
24,395,Undirected,38906,,20
24,169,Undirected,38907,,20
24,154,Undirected,38908,,36
24,1261,Undirected,38909,,20
304,121,Undirected,38911,,37
304,155,Undirected,38912,,20
304,146,Undirected,38913,,36
780,1,Undirected,38914,,20
25,1001,Undirected,38915,,38
25,458,Undirected,38916,,20
25,753,Undirected,38918,,20
25,227,Undirected,38919,,38
25,134,Undirected,38920,,20
25,247,Undirected,38921,,37
25,629,Undirected,38922,,36
25,1262,Undirected,38924,,20
25,367,Undirected,38926,,20
25,560,Undirected,38927,,40
535,198,Undirected,38928,,20
535,8,Undirected,38929,,38
78,22,Undirected,38930,,37
78,265,Undirected,38933,,20
78,1239,Undirected,38934,,20
78,107,Undirected,38936,,20
78,232,Undirected,38937,,20
78,102,Undirected,38938,,39
89,160,Undirected,38939,,20
89,63,Undirected,38941,,20
89,18,Undirected,38942,,20
89,224,Undirected,38943,,20
1592,89,Undirected,38945,,35
273,12,Undirected,38947,,20
33,286,Undirected,38950,,35
33,82,Undirected,38951,,38
33,137,Undirected,38952,,20
33,1159,Undirected,38954,,36
33,464,Undirected,38956,,20
33,126,Undirected,38960,,20
84,19,Undirected,38962,,20
84,1264,Undirected,38963,,20
84,313,Undirected,38964,,20
234,31,Undirected,38966,,20
234,1265,Undirected,38967,,20
234,52,Undirected,38968,,36
91,5,Undirected,38969,,38
80,107,Undirected,38971,,20
153,88,Undirected,38972,,20
153,161,Undirected,38973,,20
153,68,Undirected,38974,,20
153,30,Undirected,38976,,40
486,21,Undirected,38977,,20
156,34,Undirected,38978,,20
662,1,Undirected,38979,,20
666,117,Undirected,38980,,20
543,28,Undirected,38983,,34
543,7,Undirected,38984,,20
3094,351,Undirected,38985,,20
669,28,Undirected,38986,,34
669,2,Undirected,38988,,35
224,219,Undirected,38989,,20
224,49,Undirected,38991,,35
224,518,Undirected,38992,,20
224,92,Undirected,38994,,35
1232,293,Undirected,38995,,20
1232,1212,Undirected,38996,,20
1270,1238,Undirected,38997,,20
1270,1073,Undirected,38998,,20
1270,276,Undirected,38999,,20
2611,1266,Undirected,39000,,20
905,20,Undirected,39001,,20
140,48,Undirected,39003,,20
140,224,Undirected,39004,,38
344,101,Undirected,39007,,20
1458,0,Undirected,39008,,20
1216,1181,Undirected,39009,,20
1216,52,Undirected,39010,,20
203,21,Undirected,39011,,20
630,0,Undirected,39012,,36
13,29,Undirected,39013,,20
13,228,Undirected,39014,,20
1798,1159,Undirected,39017,,20
421,31,Undirected,39018,,20
421,61,Undirected,39019,,37
64,98,Undirected,39020,,20
64,29,Undirected,39021,,39
56,158,Undirected,39024,,20
138,31,Undirected,39026,,20
9,58,Undirected,39028,,35
1234,373,Undirected,39032,,20
1206,1234,Undirected,39033,,20
819,2,Undirected,39034,,20
532,1268,Undirected,39035,,20
129,8,Undirected,39037,,36
107,160,Undirected,39038,,20
107,1129,Undirected,39039,,20
107,92,Undirected,39040,,20
2252,1269,Undirected,39041,,20
258,25,Undirected,39042,,39
400,20,Undirected,39044,,20
291,180,Undirected,39046,,20
291,14,Undirected,39048,,20
840,8,Undirected,39050,,36
62,24,Undirected,39051,,20
333,21,Undirected,39052,,34
333,11,Undirected,39053,,37
1204,190,Undirected,39054,,20
1204,1202,Undirected,39055,,20
632,20,Undirected,39056,,37
3500,728,Undirected,39058,,20
228,54,Undirected,39059,,36
101,833,Undirected,39064,,20
101,240,Undirected,39069,,34
101,17,Undirected,39070,,20
101,65,Undirected,39071,,36
44,253,Undirected,39074,,38
44,4,Undirected,39075,,40
415,402,Undirected,39077,,20
415,1270,Undirected,39079,,20
11,402,Undirected,39082,,20
11,272,Undirected,39083,,38
11,485,Undirected,39086,,37
11,517,Undirected,39087,,20
11,504,Undirected,39089,,34
11,819,Undirected,39091,,36
11,1108,Undirected,39092,,20
11,336,Undirected,39093,,40
11,609,Undirected,39096,,36
11,1272,Undirected,39097,,20
1130,0,Undirected,39098,,20
207,54,Undirected,39099,,20
395,141,Undirected,39101,,20
299,6,Undirected,39102,,36
299,36,Undirected,39103,,35
280,61,Undirected,39104,,35
51,205,Undirected,39105,,20
51,89,Undirected,39106,,20
413,21,Undirected,39108,,38
413,36,Undirected,39109,,37
157,21,Undirected,39110,,36
688,32,Undirected,39112,,20
1340,737,Undirected,39114,,20
920,260,Undirected,39115,,20
1286,293,Undirected,39116,,20
336,24,Undirected,39117,,34
10,19,Undirected,39119,,39
10,66,Undirected,39120,,20
10,59,Undirected,39121,,20
10,161,Undirected,39122,,20
10,606,Undirected,39123,,20
10,126,Undirected,39124,,20
424,182,Undirected,39125,,20
378,25,Undirected,39127,,36
158,23,Undirected,39128,,20
381,1273,Undirected,39129,,20
381,563,Undirected,39130,,20
381,115,Undirected,39131,,20
326,11,Undirected,39134,,20
1042,12,Undirected,39138,,20
578,25,Undirected,39139,,20
337,7,Undirected,39144,,37
1123,6,Undirected,39145,,34
913,1223,Undirected,39147,,20
913,1273,Undirected,39148,,20
61,202,Undirected,39150,,20
61,47,Undirected,39152,,39
61,151,Undirected,39153,,20
428,307,Undirected,39154,,20
428,33,Undirected,39155,,39
428,1274,Undirected,39156,,20
30,19,Undirected,39157,,39
30,161,Undirected,39158,,20
30,224,Undirected,39160,,20
208,8,Undirected,39161,,20
544,1219,Undirected,39164,,20
544,1220,Undirected,39165,,20
544,198,Undirected,39166,,20
544,917,Undirected,39167,,20
118,64,Undirected,39169,,20
118,14,Undirected,39170,,20
2142,813,Undirected,39171,,20
1236,76,Undirected,39172,,20
737,781,Undirected,39176,,20
232,58,Undirected,39178,,39
232,115,Undirected,39179,,38
232,214,Undirected,39180,,34
232,137,Undirected,39181,,20
232,28,Undirected,39182,,39
73,125,Undirected,39184,,20
73,28,Undirected,39185,,37
73,5,Undirected,39186,,20
73,1118,Undirected,39188,,20
1198,48,Undirected,39189,,20
36,652,Undirected,39190,,20
36,285,Undirected,39191,,20
36,99,Undirected,39194,,20
36,382,Undirected,39195,,38
268,125,Undirected,39198,,20
268,24,Undirected,39199,,35
268,20,Undirected,39200,,20
1600,333,Undirected,39201,,35
1712,494,Undirected,39202,,20
8,347,Undirected,39203,,37
8,112,Undirected,39204,,20
8,523,Undirected,39209,,36
8,324,Undirected,39210,,20
8,88,Undirected,39211,,39
8,403,Undirected,39212,,36
8,227,Undirected,39214,,20
8,543,Undirected,39215,,20
8,448,Undirected,39216,,20
8,670,Undirected,39217,,20
8,481,Undirected,39218,,35
8,479,Undirected,39219,,20
37,73,Undirected,39220,,20
843,666,Undirected,39221,,37
305,413,Undirected,39224,,20
1276,1275,Undirected,39226,,20
1073,1237,Undirected,39227,,20
1073,1204,Undirected,39228,,20
1221,40,Undirected,39229,,20
3358,153,Undirected,39230,,20
327,54,Undirected,39231,,20
1260,1276,Undirected,39234,,20
739,7,Undirected,39235,,20
841,1,Undirected,39236,,20
2,656,Undirected,39240,,38
2,1173,Undirected,39241,,20
2,372,Undirected,39246,,39
2,123,Undirected,39248,,37
2,724,Undirected,39249,,39
2,17,Undirected,39251,,36
2,1258,Undirected,39252,,20
2,984,Undirected,39253,,39
2,813,Undirected,39254,,40
583,402,Undirected,39257,,20
583,12,Undirected,39258,,20
583,428,Undirected,39259,,20
1453,0,Undirected,39262,,20
141,1,Undirected,39264,,20
2341,252,Undirected,39265,,20
248,1278,Undirected,39269,,20
276,1237,Undirected,39271,,20
276,1238,Undirected,39272,,20
276,25,Undirected,39273,,37
870,1,Undirected,39274,,20
47,86,Undirected,39275,,20
47,432,Undirected,39276,,20
289,103,Undirected,39277,,20
289,80,Undirected,39278,,20
14,121,Undirected,39280,,20
14,284,Undirected,39281,,36
14,13,Undirected,39284,,34
14,282,Undirected,39286,,20
810,616,Undirected,39287,,20
1272,32,Undirected,39288,,38
647,27,Undirected,39289,,34
